MSRC_21/MSRC_21/MSRC_21	1	1	81	81	217	217	449	449	15	15	0.0260000000000673	0.0260000000000673
MSRC_21/MSRC_21/MSRC_21	1	2	81	76	217	207	463	443	0	0	0.0729999999999791	0.133000000000038
MSRC_21/MSRC_21/MSRC_21	1	3	81	58	217	158	463	335	0	0	0.105000000000018	0.101999999999975
MSRC_21/MSRC_21/MSRC_21	1	4	81	0	217	0	463	0	0	0	0.0879999999999654	0
MSRC_21/MSRC_21/MSRC_21	1	5	81	0	217	0	463	0	0	0	0.178999999999974	0
MSRC_21/MSRC_21/MSRC_21	2	1	59	58	142	141	287	285	12	12	0.0360000000000582	0.0599999999999454
MSRC_21/MSRC_21/MSRC_21	2	2	59	50	142	125	291	257	0	0	0.139999999999986	0.01400000000001
MSRC_21/MSRC_21/MSRC_21	2	3	59	0	142	0	291	0	0	0	0.0220000000000482	0
MSRC_21/MSRC_21/MSRC_21	2	4	59	0	142	0	291	0	0	0	0.0399999999999636	0
MSRC_21/MSRC_21/MSRC_21	2	5	59	0	142	0	291	0	0	0	0.254000000000019	0
MSRC_21/MSRC_21/MSRC_21	3	1	73	73	187	187	376	376	12	12	0.0439999999999827	0.0520000000000209
MSRC_21/MSRC_21/MSRC_21	3	2	73	69	187	179	378	362	0	0	0.259000000000015	0.0169999999999391
MSRC_21/MSRC_21/MSRC_21	3	3	73	0	187	0	378	0	0	0	0.0450000000000728	0
MSRC_21/MSRC_21/MSRC_21	3	4	73	0	187	0	378	0	0	0	0.0920000000000982	0
MSRC_21/MSRC_21/MSRC_21	3	5	73	0	187	0	378	0	0	0	0.161000000000058	0
MSRC_21/MSRC_21/MSRC_21	4	1	68	67	172	171	348	346	12	12	0.0449999999999591	0.105999999999995
MSRC_21/MSRC_21/MSRC_21	4	2	68	66	172	169	351	345	0	0	0.0389999999999873	0.0660000000000309
MSRC_21/MSRC_21/MSRC_21	4	3	68	0	172	0	351	0	0	0	0.117999999999938	0
MSRC_21/MSRC_21/MSRC_21	4	4	68	0	172	0	351	0	0	0	0.274999999999977	0
MSRC_21/MSRC_21/MSRC_21	4	5	68	0	172	0	351	0	0	0	0.0399999999999636	0
MSRC_21/MSRC_21/MSRC_21	5	1	76	75	189	188	381	379	36	36	0.0270000000000437	0.0190000000000055
MSRC_21/MSRC_21/MSRC_21	5	2	76	66	189	170	393	359	0	0	0.0399999999999636	0.101999999999975
MSRC_21/MSRC_21/MSRC_21	5	3	76	0	189	0	393	0	0	0	0.0449999999999591	0
MSRC_21/MSRC_21/MSRC_21	5	4	76	0	189	0	393	0	0	0	0.0249999999999773	0
MSRC_21/MSRC_21/MSRC_21	5	5	76	0	189	0	393	0	0	0	0.0489999999999782	0
MSRC_21/MSRC_21/MSRC_21	6	1	69	68	172	171	347	345	12	12	0.0260000000000673	0.136000000000081
MSRC_21/MSRC_21/MSRC_21	6	2	69	61	172	157	350	320	0	0	0.134000000000015	0.0860000000000127
MSRC_21/MSRC_21/MSRC_21	6	3	69	0	172	0	350	0	0	0	0.0439999999999827	0
MSRC_21/MSRC_21/MSRC_21	6	4	69	0	172	0	350	0	0	0	0.0240000000000009	0
MSRC_21/MSRC_21/MSRC_21	6	5	69	0	172	0	350	0	0	0	0.171999999999912	0
MSRC_21/MSRC_21/MSRC_21	7	1	73	73	190	190	387	387	9	9	0.255999999999972	0.0180000000000291
MSRC_21/MSRC_21/MSRC_21	7	2	73	70	190	184	394	382	0	0	0.0470000000000255	0.129000000000019
MSRC_21/MSRC_21/MSRC_21	7	3	73	0	190	0	394	0	0	0	0.317000000000007	0
MSRC_21/MSRC_21/MSRC_21	7	4	73	0	190	0	394	0	0	0	0.0439999999999827	0
MSRC_21/MSRC_21/MSRC_21	7	5	73	0	190	0	394	0	0	0	0.02699999999993	0
